Interoperability and machine-to-machine translation model with mappings to machine learning tasks,March 2019,"Jacob Nilsson, Fredrik Sandin, Jerker Delsing"
Generative Tensor Network Classification Model for Supervised Machine Learning,March 2019,"Zheng-Zhi Sun, Cheng Peng, Ding Liu, Shi-Ju Ran, Gang Su"
Cross-Modal Data Programming Enables Rapid Medical Machine Learning,March 2019,"Jared Dunnmon, Alexander Ratner, Nishith Khandwala, Khaled Saab, Matthew Markert, Hersh Sagreiya, Roger Goldman, Christopher Lee-Messer, Matthew Lungren, Daniel Rubin, Christopher Ré"
Machine Learning Reveals the State of Intermittent Frictional Dynamics in a Sheared Granular Fault,March 2019,"C. X. Ren, O. Dorostkar, B. Rouet-Leduc, C. Hulbert, D. Strebel, R. A. Guyer, P. A. Johnson, J. Carmeliet"
Using machine learning to create high-efficiency freeform illumination design tools,March 2019,"Caleb Gannon, Rongguang Liang"
Data Science and Digital Systems: The 3Ds of Machine Learning Systems Design,March 2019,Neil D. Lawrence
Machine Learning for Pricing American Options in High Dimension,March 2019,"Ludovic Goudenège, Andrea Molent, Antonino Zanette"
Signal Demodulation with Machine Learning Methods for Physical Layer Visible Light Communications: Prototype Platform Open Dataset and Algorithms,March 2019,"Shuai Ma, Jiahui Dai, Songtao Lu, Hang Li, Han Zhang, Chun Du, Shiyin Li"
Augmented Ultrasonic Data for Machine Learning,March 2019,"Iikka Virkkunen, Tuomas Koskinen, Oskari Jessen-Juhler, Jari Rinta-Aho"
Machine learning approaches in Detecting the Depression from Resting-state Electroencephalogram (EEG): A Review Study,March 2019,Milena Cukic Radenkovic
Radiological images and machine learning: trends perspectives and prospects,March 2019,"Zhenwei Zhang, Ervin Sejdic"
Sentiment Analysis on IMDB Movie Comments and Twitter Data by Machine Learning and Vector Space Techniques,March 2019,"İlhan Tarımer, Adil Çoban, Arif Emre Kocaman"
Penobscot Dataset: Fostering Machine Learning Development for Seismic Interpretation,March 2019,"Lais Baroni, Reinaldo Mozart Silva, Rodrigo S. Ferreira, Daniel Civitarese, Daniela Szwarcman, Emilio Vital Brazil"
Interpretation of machine learning predictions for patient outcomes in electronic health records,March 2019,"William La Cava, Christopher Bauer, Jason H. Moore, Sarah A Pendergrass"
Building Automated Survey Coders via Interactive Machine Learning,March 2019,"Andrea Esuli, Alejandro Moreo, Fabrizio Sebastiani"
Using Latent Class Analysis to Identify ARDS Sub-phenotypes for Enhanced Machine Learning Predictive Performance,March 2019,"Tony Wang, Tim Tschampel, Emilia Apostolova, Tom Velez"
A Machine Learning Framework for Biometric Authentication using Electrocardiogram,March 2019,"Song-Kyoo Kim, Chan Yeob Yeun, Ernesto Damiani, Nai-Wei Lo"
Informed Machine Learning - Towards a Taxonomy of Explicit Integration of Knowledge into Machine Learning,March 2019,"Laura von Rueden, Sebastian Mayer, Jochen Garcke, Christian Bauckhage, Jannis Schuecker"
Engineering problems in machine learning systems,April 2019,"Hiroshi Kuwajima, Hirotoshi Yasuoka, Toshihiro Nakae"
NetKet: A Machine Learning Toolkit for Many-Body Quantum Systems,April 2019,"Giuseppe Carleo, Kenny Choo, Damian Hofmann, James E. T. Smith, Tom Westerhout, Fabien Alet, Emily J. Davis, Stavros Efthymiou, Ivan Glasser, Sheng-Hsuan Lin, Marta Mauri, Guglielmo Mazzola, Christian B. Mendl, Evert van Nieuwenburg, Ossian O'Reilly, Hugo Théveniaut, Giacomo Torlai, Alexander Wietek"
SysML'19 demo: customizable and reusable Collective Knowledge pipelines to automate and reproduce machine learning experiments,April 2019,Grigori Fursin
Fourier Transform Approach to Machine Learning I: Fourier Regression,April 2019,Soheil Mehrabkhani
Adaptive Bayesian Linear Regression for Automated Machine Learning,April 2019,"Weilin Zhou, Frederic Precioso"
Customer churn prediction in telecom using machine learning and social network analysis in big data platform,April 2019,"Abdelrahim Kasem Ahmad, Assef Jafar, Kadan Aljoumaa"
SCADA System Testbed for Cybersecurity Research Using Machine Learning Approach,April 2019,"Marcio Andrey Teixeira, Tara Salman, Maede Zolanvari, Raj Jain, Nader Meskin, Mohammed Samaka"
Netherlands Dataset: A New Public Dataset for Machine Learning in Seismic Interpretation,April 2019,"Reinaldo Mozart Silva, Lais Baroni, Rodrigo S. Ferreira, Daniel Civitarese, Daniela Szwarcman, Emilio Vital Brazil"
A Novel Malware Detection System Based On Machine Learning and Binary Visualization,April 2019,"Irina Baptista, Stavros Shiaeles, Nicholas Kolokotronis"
Adversarial-Residual-Coarse-Graining: Applying machine learning theory to systematic molecular coarse-graining,April 2019,"Aleksander E. P. Durumeric, Gregory A. Voth"
An Atomistic Machine Learning Package for Surface Science and Catalysis,April 2019,"Martin Hangaard Hansen, José A. Garrido Torres, Paul C. Jennings, Ziyun Wang, Jacob R. Boes, Osman G. Mamun, Thomas Bligaard"
Learning to Stop in Structured Prediction for Neural Machine Translation,April 2019,"Mingbo Ma, Renjie Zheng, Liang Huang"
Generating Optimal Privacy-Protection Mechanisms via Machine Learning,April 2019,"Marco Romanelli, Catuscia Palamidessi, Konstantinos Chatzikokolakis"
Leveraging Machine Learning and Big Data for Smart Buildings: A Comprehensive Survey,April 2019,"Basheer Qolomany, Ala Al-Fuqaha, Ajay Gupta, Driss Benhaddou, Safaa Alwajidi, Junaid Qadir, Alvis C. Fong"
Unveiling phase transitions with machine learning,April 2019,"Askery Canabarro, Felipe Fernandes Fanchini, André Luiz Malvezzi, Rodrigo Pereira, Rafael Chaves"
TonY: An Orchestrator for Distributed Machine Learning Jobs,April 2019,"Anthony Hsu, Keqiu Hu, Jonathan Hung, Arun Suresh, Zhe Zhang"
An Empirical Study of the Application of Machine Learning and Keyword Terms Methodologies to Privilege-Document Review Projects in Legal Matters,April 2019,"Peter Gronvall, Nathaniel Huber-Fliflet, Jianping Zhang, Robert Keeling, Robert Neary, Haozhen Zhao"
Stratum: A Serverless Framework for Lifecycle Management of Machine Learning based Data Analytics Tasks,April 2019,"Anirban Bhattacharjee, Yogesh Barve, Shweta Khare, Shunxing Bao, Aniruddha Gokhale, Thomas Damiano"
Atomic-level Characterisation of Quantum Computer Arrays by Machine Learning,April 2019,"Muhammad Usman, Yi Z. Wong, Charles D. Hill, Lloyd C. L. Hollenberg"
Modeling Vocabulary for Big Code Machine Learning,April 2019,"Hlib Babii, Andrea Janes, Romain Robbes"
Optimization under Uncertainty in the Era of Big Data and Deep Learning: When Machine Learning Meets Mathematical Programming,April 2019,"Chao Ning, Fengqi You"
A Game of Dice: Machine Learning and the Question Concerning Art,April 2019,Paul Todorov
Estimating Chlorophyll a Concentrations of Several Inland Waters with Hyperspectral Data and Machine Learning Models,April 2019,"Philipp M. Maier, Sina Keller"
Optimized Preprocessing and Machine Learning for Quantitative Raman Spectroscopy in Biology,April 2019,"Emily E Storey, Amr S. Helmy"
Malware Detection using Machine Learning and Deep Learning,April 2019,"Hemant Rathore, Swati Agarwal, Sanjay K. Sahay, Mohit Sewak"
Learning Numeracy: Binary Arithmetic with Neural Turing Machines,April 2019,Jacopo Castellini
Adaptive Sequential Machine Learning,April 2019,"Craig Wilson, Yuheng Bu, Venugopal Veeravalli"
Image Reconstruction: From Sparsity to Data-adaptive Methods and Machine Learning,April 2019,"Saiprasad Ravishankar, Jong Chul Ye, Jeffrey A. Fessler"
A Machine Learning Based Classification Approach for Power Quality Disturbances Exploiting Higher Order Statistics in the EMD Domain,April 2019,"Faeza Hafiz, Celia Shahnaz"
Data Shapley: Equitable Valuation of Data for Machine Learning,April 2019,"Amirata Ghorbani, James Zou"
Discrete Fourier Transform Improves the Prediction of the Electronic Properties of Molecules in Quantum Machine Learning,April 2019,"Alain Tchagang, Julio Valdés"
HOList: An Environment for Machine Learning of Higher-Order Theorem Proving,April 2019,"Kshitij Bansal, Sarah M. Loos, Markus N. Rabe, Christian Szegedy, Stewart Wilcox"
SysML: The New Frontier of Machine Learning Systems,April 2019,"Alexander Ratner, Dan Alistarh, Gustavo Alonso, David G. Andersen, Peter Bailis, Sarah Bird, Nicholas Carlini, Bryan Catanzaro, Jennifer Chayes, Eric Chung, Bill Dally, Jeff Dean, Inderjit S. Dhillon, Alexandros Dimakis, Pradeep Dubey, Charles Elkan, Grigori Fursin, Gregory R. Ganger, Lise Getoor, Phillip B. Gibbons, Garth A. Gibson, Joseph E. Gonzalez, Justin Gottschlich, Song Han, Kim Hazelwood , et al. (44 additional authors not shown)"
Every Local Minimum Value is the Global Minimum Value of Induced Model in Non-convex Machine Learning,April 2019,"Kenji Kawaguchi, Jiaoyang Huang, Leslie Pack Kaelbling"
Bayesian machine learning for quantum molecular dynamics,April 2019,R. V. Krems
Linking plastic heterogeneity of bulk metallic glasses to quench-in structural defects with machine learning,April 2019,"Qi Wang, Anubhav Jain"
On assumption-free tests and confidence intervals for causal effects estimated by machine learning,April 2019,"Lin Liu, Rajarshi Mukherjee, James M Robins"
Probing the unidentified Fermi blazar-like population using optical polarization and machine learning,April 2019,"I. Liodakis, D. Blinov"
Automated Monitoring Cropland Using Remote Sensing Data: Challenges and Opportunities for Machine Learning,April 2019,"Xiaowei Jia, Ankush Khandelwal, Vipin Kumar"
Extreme Learning Machine Based Non-Iterative and Iterative Nonlinearity Mitigation for LED Communications,April 2019,"Dawei Gao, Qinghua Guo, Jun Tong, Nan Wu, Jiangtao Xi, Yanguang Yu"
Classification of signaling proteins based on molecular star graph descriptors using Machine Learning models,April 2019,"Carlos Fernandez-Lozano, Ruben F. Cuinas, Jose A. Seoane, Enrique Fernandez-Blanco, Julian Dorado, Cristian R. Munteanu"
ReinBo: Machine Learning pipeline search and configuration with Bayesian Optimization embedded Reinforcement Learning,April 2019,"Xudong Sun, Jiali Lin, Bernd Bischl"
FairVis: Visual Analytics for Discovering Intersectional Bias in Machine Learning,April 2019,"Ángel Alexander Cabrera, Will Epperson, Fred Hohman, Minsuk Kahng, Jamie Morgenstern, Duen Horng Chau"
Machine Learning and Location Verification in Vehicular Networks,April 2019,"Ullah Ihsan, Robert Malaney, Shihao Yan"
A machine learning approach for underwater gas leakage detection,April 2019,"Paulo Hubert, Linilson Padovese"
Improving SIEM for Critical SCADA Water Infrastructures Using Machine Learning,April 2019,"Hanan Hindy, David Brosset, Ethan Bayne, Amar Seeam, Xavier Bellekens"
Machine Learning in IoT Security: Current Solutions and Future Challenges,April 2019,"Fatima Hussain, Rasheed Hussain, Syed Ali Hassan, Ekram Hossain"
Connections Between Adaptive Control and Optimization in Machine Learning,April 2019,"Joseph E. Gaudio, Travis E. Gibson, Anuradha M. Annaswamy, Michael A. Bolender, Eugene Lavretsky"
Inferring the quantum density matrix with machine learning,April 2019,"Kyle Cranmer, Siavash Golkar, Duccio Pappadopulo"
Robust Coreset Construction for Distributed Machine Learning,April 2019,"Hanlin Lu, Ming-Ju Li, Ting He, Shiqiang Wang, Vijaykrishnan Narayanan, Kevin S Chan"
Machine Learning Phase Diagram in the Half-filled One-dimensional Extended Hubbard Model,April 2019,"Kazuya Shinjo, Kakeru Sasaki, Satoru Hase, Shigetoshi Sota, Satoshi Ejima, Seiji Yunoki, Takami Tohyama"
Ability and Context Based Adaptive System: A Proposal for Machine Learning Approach,April 2019,"Elgin Akpınar, Yeliz Yeşilada, Selim Temizer"
On Machine Learning DoS Attack Identification from Cloud Computing Telemetry,April 2019,"João Henrique Corrêa, Patrick Marques Ciarelli, Moises R. N. Ribeiro, Rodolfo da Silva Villaca"
Multimodal Machine Learning-based Knee Osteoarthritis Progression Prediction from Plain Radiographs and Clinical Data,April 2019,"Aleksei Tiulpin, Stefan Klein, Sita M. A. Bierma-Zeinstra, Jérôme Thevenot, Esa Rahtu, Joyce van Meurs, Edwin H. G. Oei, Simo Saarakkala"
Graph-Embedded Multi-layer Kernel Extreme Learning Machine for One-class Classification or (Graph-Embedded Multi-layer Kernel Ridge Regression for One-class Classification),April 2019,"Chandan Gautam, Aruna Tiwari, M. Tanveer"
The Tracking Machine Learning challenge : Accuracy phase,April 2019,"Sabrina Amrouche, Laurent Basara, Paolo Calafiura, Victor Estrade, Steven Farrell, Diogo R. Ferreira, Liam Finnie, Nicole Finnie, Cécile Germain, Vladimir Vava Gligorov, Tobias Golling, Sergey Gorbunov, Heather Gray, Isabelle Guyon, Mikhail Hushchyn, Vincenzo Innocente, Moritz Kiehn, Edward Moyse, Jean-Francois Puget, Yuval Reina, David Rousseau, Andreas Salzburger, Andrey Ustyuzhanin, Jean-Roch Vlimant, Johan Sokrates Wind , et al. (2 additional authors not shown)"
Measuring the influence of mere exposure effect of TV commercial adverts on purchase behavior based on machine learning prediction models,April 2019,"Elisa Claire Alemán Carreón, Hirofumi Nonaka, Asahi Hentona, Hirochika Yamashiro"
Predicting human decisions with behavioral theories and machine learning,April 2019,"Ori Plonsky, Reut Apel, Eyal Ert, Moshe Tennenholtz, David Bourgin, Joshua C. Peterson, Daniel Reichman, Thomas L. Griffiths, Stuart J. Russell, Evan C. Carter, James F. Cavanagh, Ido Erev"
Machine learning optimization of the collocation point set for solving the Kohn-Sham equation,April 2019,"Jonas Ku, Aditya Kamath, Tucker Carrington Jr, Sergei Manzhos"
Tutorial: Safe and Reliable Machine Learning,April 2019,"Suchi Saria, Adarsh Subbaswamy"
Machine Learning in Astronomy: a practical overview,April 2019,Dalya Baron
HARK Side of Deep Learning -- From Grad Student Descent to Automated Machine Learning,April 2019,"Oguzhan Gencoglu, Mark van Gils, Esin Guldogan, Chamin Morikawa, Mehmet Süzen, Mathias Gruber, Jussi Leinonen, Heikki Huttunen"
Clickbait in Education Positive or Negative? Machine Learning Answers,April 2019,Adil Rajput
Predicting Time-to-Failure of Plasma Etching Equipment using Machine Learning,April 2019,"Anahid Jalali, Clemens Heistracher, Alexander Schindler, Bernhard Haslhofer, Tanja Nemeth, Robert Glawar, Wilfried Sihn, Peter De Boer"
Enabling Smart Buildings by Indoor Visible Light Communications and Machine Learning,April 2019,"Shuping Dang, Guoqing Ma, Basem Shihada, Mohamed-Slim Alouini"
Machine learning for early prediction of circulatory failure in the intensive care unit,April 2019,"Stephanie L. Hyland, Martin Faltys, Matthias Hüser, Xinrui Lyu, Thomas Gumbsch, Cristóbal Esteban, Christian Bock, Max Horn, Michael Moor, Bastian Rieck, Marc Zimmermann, Dean Bodenham, Karsten Borgwardt, Gunnar Rätsch, Tobias M. Merz"
OCKELM+: Kernel Extreme Learning Machine based One-class Classification using Privileged Information (or KOC+: Kernel Ridge Regression or Least Square SVM with zero bias based One-class Classification using Privileged Information),April 2019,"Chandan Gautam, Aruna Tiwari, M. Tanveer"
Recovering Thermodynamics from Spectral Profiles observed by IRIS: A Machine and Deep Learning Approach,April 2019,"Alberto Sainz Dalda, Jaime de la Cruz Rodríguez, Bart De Pontieu, Milan Gošić"
Property-aimed embedding: a machine learning framework for material discovery,April 2019,"Lei Gu, Ruqian Wu"
DScribe: Library of Descriptors for Machine Learning in Materials Science,April 2019,"Lauri Himanen, Marc O. J. Jäger, Eiaki V. Morooka, Filippo Federici Canova, Yashasvi S. Ranawat, David Z. Gao, Patrick Rinke, Adam S. Foster"
A comparison of statistical and machine learning methods for creating national daily maps of ambient PM$_{2.5}$ concentration,April 2019,"Veronica J. Berrocal, Yawen Guan, Amanda Muyskens, Haoyu Wang, Brian J Reich, James A. Mulholland, Howard H. Chang"
FPGA-accelerated machine learning inference as a service for particle physics computing,April 2019,"Javier Duarte, Philip Harris, Scott Hauck, Burt Holzman, Shih-Chieh Hsu, Sergo Jindariani, Suffian Khan, Benjamin Kreis, Brian Lee, Mia Liu, Vladimir Lončar, Jennifer Ngadiuba, Kevin Pedro, Brandon Perez, Maurizio Pierini, Dylan Rankin, Nhan Tran, Matthew Trahms, Aristeidis Tsaris, Colin Versteeg, Ted W. Way, Dustin Werran, Zhenbin Wu"
The peculiar statistical mechanics of Optimal Learning Machines,April 2019,Matteo Marsili
Can Machine Learning Model with Static Features be Fooled: an Adversarial Machine Learning Approach,April 2019,"Rahim Taheri, Reza Javidan, Mohammad Shojafar, Vinod P, Mauro Conti"
LIBS2ML: A Library for Scalable Second Order Machine Learning Algorithms,April 2019,"Vinod Kumar Chauhan, Anuj Sharma, Kalpana Dahiya"
CleanML: A Benchmark for Joint Data Cleaning and Machine Learning [Experiments and Analysis],April 2019,"Peng Li, Xi Rao, Jennifer Blase, Yue Zhang, Xu Chu, Ce Zhang"
Intermittent Learning: On-Device Machine Learning on Intermittently Powered System,April 2019,"Seulki Lee, Bashima Islam, Yubo Luo, Shahriar Nirjon"
Genomics models in radiotherapy: from mechanistic to machine learning,April 2019,"John Kang, James T. Coates, Robert L. Strawderman, Barry S. Rosenstein, Sarah L. Kerns"
Revisiting Multi-Step Nonlinearity Compensation with Machine Learning,April 2019,"Christian Häger, Henry D. Pfister, Rick M. Bütler, Gabriele Liga, Alex Alvarado"
Machine Learning Based Analysis of Finnish World War II Photographers,April 2019,"Kateryna Chumachenko, Anssi Männistö, Alexandros Iosifidis, Jenni Raitoharju"
Boosting Vehicle-to-cloud Communication by Machine Learning-enabled Context Prediction,April 2019,"Benjamin Sliwa, Robert Falkenberg, Thomas Liebig, Nico Piatkowski, Christian Wietfeld"
New-Generation Design-Technology Co-Optimization (DTCO): Machine-Learning Assisted Modeling Framework,April 2019,"Zhe Zhang, Runsheng Wang, Cheng Chen, Qianqian Huang, Yangyuan Wang, Cheng Hu, Dehuang Wu, Joddy Wang, Ru Huang"
A survey on Big Data and Machine Learning for Chemistry,April 2019,"Jose F Rodrigues Jr, Larisa Florea, Maria C F de Oliveira, Dermot Diamond, Osvaldo N Oliveira Jr"
A Data Ecosystem to Support Machine Learning in Materials Science,April 2019,"Ben Blaiszik, Logan Ward, Marcus Schwarting, Jonathon Gaff, Ryan Chard, Daniel Pike, Kyle Chard, Ian Foster"
Who Gets the Job and How are They Paid? Machine Learning Application on H-1B Case Data,April 2019,"Barry Ke, Angela Qiao"
Machine learning for long-distance quantum communication,April 2019,"Julius Wallnöfer, Alexey A. Melnikov, Wolfgang Dür, Hans J. Briegel"
Optical machine learning with incoherent light and a single-pixel detector,April 2019,"Shuming Jiao, Yang Gao, Ting Lei, Zhenwei Xie, Xiaocong Yuan"
Boosting insights in insurance tariff plans with tree-based machine learning methods,April 2019,"Roel Henckaerts, Marie-Pier Côté, Katrien Antonio, Roel Verbelen"
Applying machine learning to improve simulations of a chaotic dynamical system using empirical error correction,April 2019,Peter A. G. Watson
The Scientific Method in the Science of Machine Learning,April 2019,"Jessica Zosa Forde, Michela Paganini"
Seismic Inversion by Newtonian Machine Learning,April 2019,"Yuqing Chen, Gerard T. Schuster"
Horseshoe Regularization for Machine Learning in Complex and Deep Models,April 2019,"Anindya Bhadra, Jyotishka Datta, Yunfan Li, Nicholas G. Polson"
Comparing machine learning models to choose the variable ordering for cylindrical algebraic decomposition,April 2019,"Matthew England, Dorian Florescu"
Declarative Recursive Computation on an RDBMS or Why You Should Use a Database For Distributed Machine Learning,April 2019,"Dimitrije Jankov, Shangyu Luo, Binhang Yuan, Zhuhua Cai, Jia Zou, Chris Jermaine, Zekai J. Gao"
Reviewing Data Access Patterns and Computational Redundancy for Machine Learning Algorithms,April 2019,"Imen Chakroun, Tom Vander Aa, Tom Ashby"
Decentralized Multi-Task Learning Based on Extreme Learning Machines,April 2019,"Yu Ye, Ming Xiao, Mikael Skoglund"
Machine Learning For Distributed Acoustic Sensors Classic versus Image and Deep Neural Networks Approach,April 2019,Mugdim Bublin
Wave Function Engineering for Spectrally-Uncorrelated Biphotons in the Telecommunication Band based on a Machine-Learning Framework,April 2019,"Chaohan Cui, Reeshad Arian, Saikat Guha, N. Peyghambarian, Quntao Zhuang, Zheshen Zhang"
General risk measures for robust machine learning,April 2019,"Emilie Chouzenoux, Henri Gérard, Jean-Christophe Pesquet"
DeepFreak: Learning Crystallography Diffraction Patterns with Automated Machine Learning,April 2019,"Artur Souza, Leonardo B. Oliveira, Sabine Hollatz, Matt Feldman, Kunle Olukotun, James M. Holton, Aina E. Cohen, Luigi Nardi"
Smart Laptop Bag with Machine Learning for Activity Recognition,April 2019,"Dwij Sukeshkumar Sheth, Shantanu Singh, Prakhar S Mathur, Vydeki D"
Machine Learning Tips and Tricks for Power Line Communications,April 2019,"Andrea M. Tonello, Nunzio A. Letizia, Davide Righini, Francesco Marcuzzi"
Optical Frequency Comb Noise Characterization Using Machine Learning,April 2019,"Giovanni Brajato, Lars Lundberg, Victor Torres-Company, Darko Zibar"
Survey on Automated Machine Learning,April 2019,"Marc-André Zöller, Marco F. Huber"
Sentiment Classification using N-gram IDF and Automated Machine Learning,April 2019,"Rungroj Maipradit, Hideaki Hata, Kenichi Matsumoto"
Application of Machine Learning to the Particle Identification of GAPS,April 2019,"Takuya Wada, Hideyuki Fuke, Yuki Shimizu, Tetsuya Yoshida"
Machine Learning in the Air,April 2019,"Deniz Gunduz, Paul de Kerret, Nicholas D. Sidiropoulos, David Gesbert, Chandra Murthy, Mihaela van der Schaar"
Detecting Exoplanet Transits through Machine Learning Techniques with Convolutional Neural Networks,April 2019,"Pattana Chintarungruangchai, Ing-Guey Jiang"
HOG feature extraction from encrypted images for privacy-preserving machine learning,April 2019,"Masaki Kitayama, Hitoshi Kiya"
Challenges and Pitfalls of Machine Learning Evaluation and Benchmarking,April 2019,"Cheng Li, Abdul Dakkak, Jinjun Xiong, Wen-mei Hwu"
Using Machine Learning and Natural Language Processing to Review and Classify the Medical Literature on Cancer Susceptibility Genes,April 2019,"Yujia Bao, Zhengyi Deng, Yan Wang, Heeyoon Kim, Victor Diego Armengol, Francisco Acevedo, Nofal Ouardaoui, Cathy Wang, Giovanni Parmigiani, Regina Barzilay, Danielle Braun, Kevin S Hughes"
On-the-fly machine learning force field generation: Application to melting points,April 2019,"Ryosuke Jinnouchi, Ferenc Karsai, Georg Kresse"
Improving Mechanical Ventilator Clinical Decision Support Systems with A Machine Learning Classifier for Determining Ventilator Mode,April 2019,"Gregory B. Rehm, Brooks T. Kuhn, Jimmy Nguyen, Nicholas R. Anderson, Chen-Nee Chuah, Jason Y. Adams"
Fourier Transform Approach to Machine Learning II: Fourier Clustering,April 2019,Soheil Mehrabkhani
Survey of Computer Vision and Machine Learning in Gastrointestinal Endoscopy,April 2019,Anant S. Vemuri
Supervised Machine Learning for Eliciting Individual Reservation Values,April 2019,"John A. Clithero, Jae Joon Lee, Joshua Tasoff"
DFTB modelling of lithium intercalated graphite with machine-learned repulsive potential,April 2019,"Chiara Panosetti, Simon B. Annies, Cristina Grosu, Stefan Seidlmayer, Christoph Scheurer"
Machine Learning for Classification of Protein Helix Capping Motifs,May 2019,"Sean Mullane, Ruoyan Chen, Sri Vaishnavi Vemulapalli, Eli J. Draizen, Ke Wang, Cameron Mura, Philip E. Bourne"
Online Decision Process based on Machine Learning Techniques,May 2019,"Tanzila Saba, Amjad Rehman"
Machine Learning meets Stochastic Geometry: Determinantal Subset Selection for Wireless Networks,May 2019,"Chiranjib Saha, Harpreet S. Dhillon"
Long term impact of fair machine learning in sequential decision making: representation disparity and group retention,May 2019,"Xueru Zhang, Mohammad Mahdi Khalili, Cem Tekin, Mingyan Liu"
A Framework for Predicting Impactability of Healthcare Interventions Using Machine Learning Methods Administrative Claims Sociodemographic and App Generated Data,May 2019,"Heather Mattie, Patrick Reidy, Patrik Bachtiger, Emily Lindemer, Mohammad Jouni, Trishan Panch"
Indoor Localization for IoT Using Adaptive Feature Selection: A Cascaded Machine Learning Approach,May 2019,"Mohamed I. AlHajri, Nazar T. Ali, Raed M. Shubair"
Group Emotion Recognition Using Machine Learning,May 2019,Samanyou Garg
Matlab vs. OpenCV: A Comparative Study of Different Machine Learning Algorithms,May 2019,"Ahmed A. Elsayed, Waleed A. Yousef"
TensorNetwork: A Library for Physics and Machine Learning,May 2019,"Chase Roberts, Ashley Milsted, Martin Ganahl, Adam Zalcman, Bruce Fontaine, Yijian Zou, Jack Hidary, Guifre Vidal, Stefan Leichenauer"
The Power of One Qubit in Machine Learning,May 2019,"Roohollah Ghobadi, Jaspreet S. Oberoi, Ehsan Zahedinejhad"
The Game of Tetris in Machine Learning,May 2019,"Simón Algorta, Özgür Şimşek"
Controlled exploration of chemical space by machine learning of coarse-grained representations,May 2019,"Christian Hoffmann, Roberto Menichetti, Kiran H. Kanekal, Tristan Bereau"
Machine Learning to Predict Developmental Neurotoxicity with High-throughput Data from 2D Bio-engineered Tissues,May 2019,"Finn Kuusisto, Vitor Santos Costa, Zhonggang Hou, James Thomson, David Page, Ron Stewart"
Optimizing many-body atomic descriptors for enhanced computational performance of machine learning based interatomic potentials,May 2019,Miguel A. Caro
Interpretable Automated Machine Learning in Maana(TM) Knowledge Platform,May 2019,"Alexander Elkholy, Fangkai Yang, Steven Gustafson"
Analysis of Gene Interaction Graphs for Biasing Machine Learning Models,May 2019,"Paul Bertin, Mohammad Hashir, Martin Weiss, Geneviève Boucher, Vincent Frappier, Joseph Paul Cohen"
Machine Learning Cryptanalysis of a Quantum Random Number Generator,May 2019,"Nhan Duy Truong, Jing Yan Haw, Syed Muhamad Assad, Ping Koy Lam, Omid Kavehei"
Error Minimization in Predicting Accurate Adsorption Energies Using Machine Learning,May 2019,"Sanjay Nayak, Satadeep Bhattacharjee, Jung-Hae Choi, Seung Cheol Lee"
Integrated Algorithms for HEX-Programs and Applications in Machine Learning,May 2019,Tobias Kaminski
Decision Making with Machine Learning and ROC Curves,May 2019,"Kai Feng, Han Hong, Ke Tang, Jingyuan Wang"
Identification of Young Stellar Object candidates in the $Gaia$ DR2 x AllWISE catalogue with machine learning methods,May 2019,"G. Marton, P. Ábrahám, E. Szegedi-Elek, J. Varga, M. Kun, Á. Kóspál, E. Varga-Verebélyi, S. Hodgkin, L. Szabados, R. Beck, Cs. Kiss"
Machine Learning Topological Phases with a Solid-state Quantum Simulator,May 2019,"Wenqian Lian, Sheng-Tao Wang, Sirui Lu, Yuanyuan Huang, Fei Wang, Xinxing Yuan, Wengang Zhang, Xiaolong Ouyang, Xin Wang, Xianzhi Huang, Li He, Xiuying Chang, Dong-Ling Deng, Lu-Ming Duan"
Evaluation of Machine Learning Classifiers for Zero-Day Intrusion Detection -- An Analysis on CIC-AWS-2018 dataset,May 2019,"Qianru Zhou, Dimitrios Pezaros"
On Applying Machine Learning/Object Detection Models for Analysing Digitally Captured Physical Prototypes from Engineering Design Projects,May 2019,"Jorgen F. Erichsen, Sampsa Kohtala, Martin Steinert, Torgeir Welo"
Wearable Sensor Data Based Human Activity Recognition using Machine Learning: A new approach,May 2019,"H. D. Nguyen, K. P. Tran, X. Zeng, L. Koehl, G. Tartare"
Machine Learning Based Routing Congestion Prediction in FPGA High-Level Synthesis,May 2019,"Jieru Zhao, Tingyuan Liang, Sharad Sinha, Wei Zhang"
Machine learning-guided synthesis of advanced inorganic materials,May 2019,"Bijun Tang, Yuhao Lu, Jiadong Zhou, Han Wang, Prafful Golani, Manzhang Xu, Quan Xu, Cuntai Guan, Zheng Liu"
Assuring the Machine Learning Lifecycle: Desiderata Methods and Challenges,May 2019,"Rob Ashmore, Radu Calinescu, Colin Paterson"
Supervised machine learning based multi-task artificial intelligence classification of retinopathies,May 2019,"Minhaj Alam, David Le, Jennifer I. Lim, R. V. P. Chan, Xincheng Yao"
Machine learning quantum states in the NISQ era,May 2019,"Giacomo Torlai, Roger G. Melko"
Machine learning in acoustics: theory and applications,May 2019,"Michael J. Bianco, Peter Gerstoft, James Traer, Emma Ozanich, Marie A. Roch, Sharon Gannot, Charles-Alban Deledalle"
Machine Learning Approach for Device-Circuit Co-Optimization of Stochastic-Memristive-Device-Based Boltzmann Machine,May 2019,"Tong Wu, Huan Zhao, Fanxin Liu, Jing Guo, Han Wang"
A Benchmark Study on Machine Learning Methods for Fake News Detection,May 2019,"Junaed Younus Khan, Md. Tawkat Islam Khondaker, Anindya Iqbal, Sadia Afroz"
